"COC","CESE.ID","Field.ID","Site","Sample.Type","Collected","Received","Prep.Date","Analysis.Date","Units","Compound","Conc","RL","BRL"
230309,"230309-033","Bur_sed3_A23","Burr Pond Brook","Sediment","4/27/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTrDA","ND","2.05","no"
230309,"230309-033","Bur_sed3_A23","Burr Pond Brook","Sediment","4/27/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTA","ND","2","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBA","ND","0.27","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeA","ND","0.42","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBS","ND","0.27","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxA","ND","0.49","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X4.2FTS","ND","2.05","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeS","ND","0.21","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","GenX","ND","1.7","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","ADONA","ND","0.23","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpA","ND","0.49","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxS","ND","0.2","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOA","ND","0.49","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpS","ND","0.31","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X6.2FTS","ND","2.69","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFNA","ND","0.91","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOS","ND","0.35","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFNS","ND","0.72","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X8.2FTS","ND","2.25","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDA","ND","0.69","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","NMeFOSAA","ND","5.81","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOSA","ND","0.36","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDS","ND","0.75","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","NEtFOSAA","ND","2.17","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFUnA","ND","1.1","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDoA","ND","1.07","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTrDA","ND","2.05","no"
230309,"230309-034","Rat_sed1_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTA","ND","2","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBA","ND","0.27","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeA","ND","0.42","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBS","ND","0.27","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxA","ND","0.49","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X4.2FTS","ND","2.05","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeS","ND","0.21","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","GenX","ND","1.7","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","ADONA","ND","0.23","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpA","ND","0.49","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxS","ND","0.2","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOA","ND","0.49","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpS","ND","0.31","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X6.2FTS","ND","2.69","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFNA","ND","0.91","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOS","ND","0.35","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFNS","ND","0.72","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X8.2FTS","ND","2.25","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDA","ND","0.69","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","NMeFOSAA","ND","5.81","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOSA","ND","0.36","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDS","ND","0.75","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","NEtFOSAA","ND","2.17","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFUnA","ND","1.1","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDoA","ND","1.07","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTrDA","ND","2.05","no"
230309,"230309-035","Rat_sed2_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTA","ND","2","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBA","ND","0.27","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeA","ND","0.42","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBS","ND","0.27","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxA","1.97","0.49","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X4.2FTS","ND","2.05","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeS","ND","0.21","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","GenX","ND","1.7","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","ADONA","ND","0.23","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpA","ND","0.49","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxS","ND","0.2","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOA","ND","0.49","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpS","ND","0.31","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X6.2FTS","ND","2.69","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFNA","ND","0.91","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOS","1.38","0.35","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFNS","ND","0.72","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X8.2FTS","ND","2.25","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDA","ND","0.69","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","NMeFOSAA","ND","5.81","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOSA","ND","0.36","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDS","ND","0.75","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","NEtFOSAA","ND","2.17","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFUnA","ND","1.1","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDoA","ND","1.07","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTrDA","ND","2.05","no"
230309,"230309-036","Rat_sed3_J23","Ratlum Brook","Sediment","7/25/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTA","ND","2","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBA","ND","0.27","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeA","ND","0.42","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBS","ND","0.27","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxA","ND","0.49","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X4.2FTS","ND","2.05","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeS","ND","0.21","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","GenX","ND","1.7","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","ADONA","ND","0.23","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpA","ND","0.49","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxS","ND","0.2","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOA","ND","0.49","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpS","ND","0.31","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X6.2FTS","ND","2.69","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFNA","ND","0.91","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOS","ND","0.35","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFNS","ND","0.72","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X8.2FTS","ND","2.25","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDA","ND","0.69","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","NMeFOSAA","ND","5.81","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOSA","ND","0.36","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDS","ND","0.75","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","NEtFOSAA","ND","2.17","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFUnA","ND","1.1","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDoA","ND","1.07","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTrDA","ND","2.05","no"
230309,"230309-037","Peq_sed1_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTA","ND","2","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBA","ND","0.27","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeA","ND","0.42","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBS","ND","0.27","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxA","1.99","0.49","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X4.2FTS","ND","2.05","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeS","ND","0.21","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","GenX","ND","1.7","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","ADONA","ND","0.23","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpA","ND","0.49","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxS","ND","0.2","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOA","ND","0.49","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpS","ND","0.31","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X6.2FTS","ND","2.69","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFNA","ND","0.91","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOS","1.59","0.35","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFNS","ND","0.72","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X8.2FTS","ND","2.25","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDA","ND","0.69","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","NMeFOSAA","ND","5.81","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFOSA","ND","0.36","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDS","ND","0.75","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","NEtFOSAA","ND","2.17","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFUnA","ND","1.1","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFDoA","ND","1.07","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTrDA","ND","2.05","no"
230309,"230309-038","Peq_sed2_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFTA","ND","2","no"
230309,"230309-039","Peq_sed3_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBA","ND","0.27","no"
230309,"230309-039","Peq_sed3_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeA","ND","0.42","no"
230309,"230309-039","Peq_sed3_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFBS","ND","0.27","no"
230309,"230309-039","Peq_sed3_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHxA","ND","0.49","no"
230309,"230309-039","Peq_sed3_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","X4.2FTS","ND","2.05","no"
230309,"230309-039","Peq_sed3_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFPeS","ND","0.21","no"
230309,"230309-039","Peq_sed3_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","GenX","ND","1.7","no"
230309,"230309-039","Peq_sed3_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","ADONA","ND","0.23","no"
230309,"230309-039","Peq_sed3_J23","Pequabuck River","Sediment","7/24/23","8/31/23","10/19/23","10/24/23","ng/g ww","PFHpA","ND","0.49","no"
